CLASS	longitude	latitude	location	COMM_CODE	NAME	SECTOR	COMM_STRUCTURE	RES_CNT	DWELL_CNT	EMPLYD_CNT	EMPLYD_PCT	Homeowners_cnt	Homeowners_pct	SING_FAMLY	DUPLEX	MULTI_PLEX	APARTMENT	TOWN_HOUSE	MANUF_HOME	CONV_STRUC	COMUNL_HSE	RES_COMM	OTHER_RES	NURSING_HM	OTHER_INST	OTHER_MISC	APT_NO_RES	APT_OCCPD	APT_OWNED	APT_PERSON	APT_VACANT	APT_UC	APT_NA	DUP_NO_RES	DUP_OCCPD	DUP_OWNED	DUP_PERSON	DUP_VACANT	DUP_UC	DUP_NA	TWN_NO_RES	TWN_OCCPD	TWN_OWNED	TWN_PERSON	TWN_VACANT	TWN_UC	TWN_NA	SF_NO_RES	SF_OCCPD	SF_OWNED	SF_PERSON	SF_VACANT	SF_UC	SF_NA	OTH_STRTY	DWELSZ_1	DWELSZ_2	DWELSZ_3	DWELSZ_4_5	DWELSZ_6	MALE_CNT	FEMALE_CNT	MALE_0_4	MALE_5_14	MALE_15_19	MALE_20_24	MALE_25_34	MALE_35_44	MALE_45_54	MALE_55_64	MALE_65_74	MALE_75	FEM_0_4	FEM_5_14	FEM_15_19	FEM_20_24	FEM_25_34	FEM_35_44	FEM_45_54	FEM_55_64	FEM_65_74	FEM_75	MF_0_4	MF_5_14	MF_15_19	MF_20_24	MF_25_34	MF_35_44	MF_45_54	MF_55_64	MF_65_74	MF_75	MF_65O	MF_65O_PCT	2014_RES_CNT	2014_DWELL_CNT	2014_EMPLYD_CNT	2014_OWNSHP_CNT	2014_SING_FAMLY	2014_DUPLEX	2014_MULTI_PLEX	2014_APARTMENT	2014_TOWN_HOUSE	2014_MANUF_HOME	2014_CONV_STRUC	2014_COMUNL_HSE	2014_RES_COMM	2014_OTHER_RES	2014_NURSING_HM	2014_APT_NO_RES	2014_APT_OCCPD	2014_APT_OWNED	2014_APT_PERSON	2014_APT_VACANT	2014_APT_UC	2014_APT_NA	2014_DUP_NO_RES	2014_DUP_OCCPD	2014_DUP_OWNED	2014_DUP_PERSON	2014_DUP_VACANT	2014_DUP_UC	2014_DUP_NA	2014_TWN_NO_RES	2014_TWN_OCCPD	2014_TWN_OWNED	2014_TWN_PERSON	2014_TWN_VACANT	2014_TWN_UC	2014_TWN_NA	2014_SF_NO_RES	2014_SF_OCCPD	2014_SF_OWNED	2014_SF_PERSON	2014_SF_VACANT	2014_SF_UC	2014_SF_NA	2014_OTH_STRTY	2014_DWELSZ_1	2014_DWELSZ_2	2014_DWELSZ_3	2014_DWELSZ_4_5	2014_DWELSZ_6	2014_MALE_CNT	2014_FEMALE_CNT	2014_MALE_55_64	2014_MALE_65_74	2014_MALE_75	2014_FEM_65_74	2014_FEM_55_64	2014_FEM_75	2014_MF_55_64	2014_MF_65_74	2014_MF_75	2014_MF65O	Percent_Change_65OMF	Actual_Change_65OMF	Percent_Chg_65OvsTtl	Crimes_2014	Crimes_2017	Percent_Change_Crime	Crime_Avg	Percent_Total_Crime_2017	Attraction	Community_Centre	Hospital	Library	PHS_Clinic	Social _Dev_Ctr	Business_Licenses	Business_Licenses_2017	Percent_New_Business	Number of taxable accounts	Median assessed value	LRT_1km_radius	LRT_2km_radius	Seniors_Services_Ttl	Addiction Services - Seniors	Seniors - Transportation	Seniors - Educational Programs	Seniors - Recreation	Seniors  - Abuse Issues	3 Digit Numbers List	Seniors - Housing	Seniors - Respite / Caregiver	Seniors - Food Assistance and Grocery Shopping	Seniors - Health and Safety	Seniors - Legal Information and Assistance	Seniors - Financial Assistance and Pensions	Seniors - Government Services	Seniors - Death and Funerals
Residential	-114.1317137	51.03154803	"(51.0315480348834, -114.1317137492)"	KIL	KILLARNEY/GLENGARRY	CENTRE	1950s	7458	3837	4609	0.6179941	1900	0.254759989	1338	783	64	543	672	0	436	0	0	0	0	0	0	3	505	141	780	35	0	0	0	697	478	1802	52	32	2	1	605	383	1239	34	32	0	4	1248	864	2903	76	9	1	1	1074	1357	566	412	28	3671	3787	275	298	121	232	935	765	440	345	151	109	313	299	122	257	970	705	420	379	166	156	588	597	243	489	1905	1470	860	724	317	265	582	0.078037007	7231	3772	0	1850	1364	712	50	544	630	0	465	0	0	3	0	8	515	172	776	20	1	0	1	632	428	1541	29	49	1	1	610	357	1247	10	8	1	6	1278	863	2903	51	29	0	7	1200	1348	494	390	27	3601	3630	347	132	112	157	326	148	673	289	260	549	0.06010929	33	-0.921962993	761	1133	0.488830486	947	0.00896304	0	1	0	0	0	0	149	9	0.060402685	3155	562000	1	2	10	0	2	1	1	0	0	1	1	2	2	0	0	0	0
Residential	-114.0773575	50.98688941	"(50.9868894118689, -114.077357546197)"	KIN	KINGSLAND	SOUTH	1950s	4704	2427	2799	0.59502551	788	0.167517007	661	194	1	1254	220	0	95	0	0	0	1	0	0	2	1164	130	1953	79	0	9	1	179	46	512	13	0	1	1	173	102	439	14	32	0	0	643	506	1636	16	1	1	2	848	767	333	254	35	2404	2300	126	164	107	178	583	395	330	314	124	83	121	165	93	186	533	348	297	270	144	143	247	329	200	364	1116	743	627	584	268	226	494	0.105017007	4812	2395	0	746	663	195	0	1260	188	0	88	0	0	0	0	2	1227	109	2142	19	0	12	1	189	38	496	5	0	0	0	181	96	443	7	0	0	1	642	502	1604	13	2	5	1	860	809	355	252	32	2492	2320	299	109	88	129	267	159	566	238	247	485	0.018556701	9	-0.894982993	550	865	0.572727273	707.5	0.006842921	0	1	0	0	0	1	149	7	0.046979866	1402	442000	1	2	9	0	0	0	0	0	0	2	1	0	1	0	2	3	0
Residential	-114.005999	50.85761703	"(50.8576170329455, -114.005999006031)"	LEG	LEGACY	SOUTH	BUILDING OUT	2359	1677	1373	0.582026282	778	0.329800763	631	199	0	699	148	0	0	0	0	0	0	0	0	1	54	36	99	118	526	0	1	178	167	472	6	14	0	2	92	85	234	3	51	0	18	510	490	1554	40	63	0	0	89	304	198	220	23	1156	1203	100	161	63	67	299	229	128	71	29	9	127	149	50	84	325	218	122	84	38	6	227	310	113	151	624	447	250	155	67	15	82	0.034760492	351	310	0	123	206	103	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6	39	39	105	1	57	0	0	0	0	0	0	0	0	23	86	84	246	11	86	0	0	11	49	31	32	2	176	175	14	5	2	5	8	3	22	10	5	15	4.466666667	67	-0.965239508	38	161	3.236842105	99.5	0.001273654	0	0	0	0	0	0	0	0	0	859	431000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Residential	-114.0655017	51.18556511	"(51.1855651086554, -114.065501684769)"	LIV	LIVINGSTON	NORTH	BUILDING OUT	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																													0	0	0	0	#N/A	#N/A	#N/A	#N/A	#N/A	0	0	0	0	0	0	0	0	0	#N/A	#N/A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Residential	-114.0513231	50.9398121	"(50.9398121009244, -114.051323090444)"	LKB	LAKE BONAVISTA	SOUTH	1960s/1970s	10478	4110	4948	0.472227524	3550	0.338805115	3273	0	1	831	0	0	2	0	0	1	1	0	0	0	774	507	1131	55	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3214	3042	9139	56	2	1	3	814	1503	651	943	82	5267	5211	238	644	330	314	476	646	699	782	601	537	249	559	297	304	458	655	735	787	670	497	487	1203	627	618	934	1301	1434	1569	1271	1034	2305	0.21998473	10502	4106	0	3505	3272	0	0	831	0	0	0	1	0	0	1	9	806	454	1148	15	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3203	3051	9153	59	7	2	3	828	1495	671	935	83	5198	5304	807	573	430	610	799	573	1606	1183	1003	2186	0.054437328	119	-0.78001527	510	681	0.335294118	595.5	0.005387317	0	1	0	0	0	0	213	29	0.136150235	5122	575000	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Residential	-114.1296341	50.99978066	"(50.9997806571053, -114.129634105238)"	LKV	LAKEVIEW	WEST	1960s/1970s	5457	2350	2632	0.482316291	1796	0.329118563	1686	76	0	344	230	0	14	0	0	0	0	0	0	3	321	3	568	20	0	0	1	74	50	174	1	0	0	0	225	199	417	4	0	1	0	1647	1543	4284	33	6	0	0	561	880	359	457	21	2671	2786	135	297	159	165	246	370	391	398	251	259	142	327	147	142	270	362	421	412	285	278	277	624	306	307	516	732	812	810	536	537	1073	0.196628184	5476	2340	0	1838	1689	74	0	334	230	0	13	0	0	0	0	2	322	3	591	10	0	0	0	71	53	159	3	0	0	0	224	205	399	6	0	0	0	1659	1576	4308	18	12	0	0	559	920	324	457	27	2686	2790	363	229	276	277	378	296	741	506	572	1078	-0.004638219	-5	-0.803371816	212	221	0.04245283	216.5	0.001748307	0	1	0	0	0	0	40	0	0	1987	583000	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	1	0
Residential	-114.0865	51.03648339	"(51.0364833936673, -114.08650004594)"	LMR	LOWER MOUNT ROYAL	CENTRE	INNER CITY	3365	2397	2480	0.736998514	741	0.220208024	52	20	4	2187	102	0	29	0	0	0	1	0	0	4	1986	635	2876	190	1	6	0	20	16	44	0	0	0	2	95	64	190	5	0	0	3	43	20	102	4	2	0	3	1291	734	109	35	6	1735	1630	51	30	22	91	719	358	202	132	74	56	37	28	22	141	722	272	148	118	66	76	88	58	44	232	1441	630	350	250	140	132	272	0.080832095	3319	2414	0	665	53	18	0	2209	101	0	31	0	0	0	1	2	2023	550	2825	77	107	0	0	17	17	43	1	0	0	0	101	78	191	0	0	0	2	45	19	104	4	1	1	2	1412	662	96	42	4	1725	1594	139	71	94	68	107	31	246	139	125	264	0.03030303	8	-0.919167905	874	1049	0.200228833	961.5	0.008298525	0	0	0	0	0	0	0	0	0	1655	313000	0	9	24	2	0	3	2	4	1	3	2	1	2	1	0	2	1
Residential	-114.1298227	51.01009469	"(51.0100946930727, -114.129822732435)"	LPK	LINCOLN PARK	WEST	1950s	2689	1097	763	0.283748605	373	0.138713276	0	6	0	819	269	0	0	0	0	0	1	0	0	0	771	296	1051	48	0	0	0	6	4	11	0	0	0	1	246	73	641	20	1	1	0	0	0	0	0	0	0	3	602	247	119	49	9	1072	1617	49	83	126	270	213	108	61	44	42	76	55	50	287	407	210	174	83	59	70	222	104	133	413	677	423	282	144	103	112	298	410	0.152473038	2623	1412	0	383	0	7	0	960	444	0	0	0	0	0	1	0	937	304	1492	23	0	0	0	7	3	15	0	0	0	1	434	76	1066	8	0	1	0	0	0	0	0	0	0	1	711	373	118	160	17	1080	1543	47	31	78	73	59	239	106	104	317	421	-0.026128266	-11	-0.847526962	171	184	0.076023392	177.5	0.001455604	0	0	0	0	0	0	76	8	0.105263158	1493	267000	0	0	4	0	0	0	0	0	0	1	0	0	2	0	0	1	0
Residential	-114.115227	51.13771958	"(51.1377195777681, -114.115227027017)"	MAC	MACEWAN GLEN	NORTH	1980s/1990s	4932	1786	2640	0.535279805	1523	0.308799676	1515	66	0	0	185	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	43	185	0	0	0	0	177	105	402	8	0	0	0	1501	1373	4316	13	1	0	0	244	600	414	449	53	2478	2454	111	329	168	185	296	312	407	452	150	68	128	278	158	148	284	322	424	438	163	111	239	607	326	333	580	634	831	890	313	179	492	0.099756691	5053	1781	0	1535	1515	66	0	0	185	0	15	0	0	0	0	0	0	0	0	0	0	0	0	66	42	171	0	0	0	0	183	111	429	2	0	0	0	1511	1382	4429	3	0	1	0	242	572	431	473	56	2486	2567	412	111	80	126	401	118	813	237	198	435	0.131034483	57	-0.900243309	134	177	0.320895522	155.5	0.001400228	0	0	0	0	0	0	0	0	0	1693	417000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Residential	-114.0889591	50.99580409	"(50.9958040850628, -114.088959076983)"	MAF	MAYFAIR	CENTRE	1950s	450	156	202	0.448888889	149	0.331111111	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	149	450	2	0	0	0	15	62	24	49	4	223	227	9	40	15	12	13	16	39	50	14	15	5	39	18	7	18	22	39	43	12	24	14	79	33	19	31	38	78	93	26	39	65	0.144444444	473	156	0	149	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	149	473	2	1	0	0	16	51	26	53	7	222	251	49	11	20	9	47	26	96	20	46	66	-0.015151515	-1	-0.855555556	24	20	-0.166666667	22	0.000158218	0	0	0	0	0	0	1	0	0	156	1150000	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Residential	-113.9245279	50.89595504	"(50.8959550399888, -113.924527905871)"	MAH	MAHOGANY	SOUTHEAST	BUILDING OUT	7000	2808	3876	0.553714286	2173	0.310428571	1966	237	0	354	251	0	0	0	0	0	0	0	0	0	268	202	511	19	67	0	8	193	168	446	14	22	0	4	192	161	409	26	29	0	24	1702	1642	5634	59	178	3	0	299	743	455	767	91	3523	3477	522	543	116	130	778	887	305	155	68	19	491	509	108	131	947	761	282	166	65	17	1013	1052	224	261	1725	1648	587	321	133	36	169	0.024142857	2660	989	0	820	891	96	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	83	78	199	4	6	0	0	0	0	0	0	0	0	17	762	741	2460	25	86	1	0	48	261	196	318	23	1343	1317	63	18	5	14	61	4	124	32	9	41	3.12195122	128	-0.975857143	112	307	1.741071429	209.5	0.002428644	0	0	0	0	0	0	46	41	0.891304348	2790	532000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Residential	-114.0133245	51.06082754	"(51.060827539283, -114.013324464719)"	MAL	MAYLAND HEIGHTS	NORTHEAST	1960s/1970s	5919	2806	3005	0.507687109	1378	0.232809596	1302	330	22	621	284	0	245	0	0	1	0	0	0	2	582	175	995	37	0	0	0	314	136	743	15	0	1	0	251	19	734	32	0	1	0	1265	1034	3090	31	2	4	2	753	995	453	358	46	3049	2870	280	250	118	182	567	520	414	365	175	178	244	220	109	179	529	420	380	351	193	245	524	470	227	361	1096	940	794	716	368	423	791	0.133637439	6357	2818	0	1401	1301	327	22	620	286	0	260	0	0	1	0	1	606	179	1085	13	0	0	0	319	134	827	7	0	1	1	278	15	835	5	2	0	0	1279	1060	3184	20	1	1	2	743	1036	481	410	53	3241	3116	357	181	163	235	340	217	697	416	380	796	-0.006281407	-5	-0.866362561	661	890	0.346444781	775.5	0.007040694	0	1	0	0	0	0	50	4	0.08	2024	440000	0	3	3	0	0	0	1	0	0	1	0	0	1	0	0	0	0
Residential	-114.0666432	51.00623539	"(51.0062353881821, -114.066643188843)"	MAN	MANCHESTER	CENTRE	EMPLOYMENT	1013	661	486	0.47976308	9	0.008884501	28	4	0	616	4	0	5	0	1	1	1	0	0	0	432	6	768	75	109	0	0	4	0	14	0	0	0	0	0	0	0	0	4	0	1	24	3	41	3	0	0	4	233	137	60	33	3	625	388	41	32	42	57	175	100	74	72	28	4	24	22	7	45	118	81	38	29	20	4	65	54	49	102	293	181	112	101	48	8	56	0.055281343	1332	673	0	27	28	4	0	628	4	0	5	0	1	1	1	2	615	24	1074	4	7	0	0	4	0	17	0	0	0	0	4	0	8	0	0	0	7	18	3	37	3	0	0	4	240	345	37	24	3	501	831	84	52	9	15	26	7	110	67	16	83	-0.325301205	-27	-0.944718657	308	398	0.292207792	353	0.003148535	0	0	0	0	0	0	239	10	0.041841004	189	175000	1	2	9	2	0	0	0	0	0	2	1	1	3	0	0	0	0
Industrial	-114.0270963	51.08899751	"(51.0889975113016, -114.027096264764)"	MCI	MCCALL	NORTHEAST	EMPLOYMENT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	131	0.056451613	127.5	0.001036327	0	0	0	0	0	0	490	61	0.124489796	#N/A	#N/A	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0
Residential	-113.9881774	50.91488096	"(50.9148809594027, -113.988177442487)"	MCK	MCKENZIE LAKE	SOUTHEAST	1980s/1990s	13709	4657	7379	0.538259538	4141	0.302064337	4237	24	0	0	379	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	20	49	1	0	0	0	354	211	865	25	0	0	0	4173	3904	12759	64	0	0	0	461	1441	1038	1470	154	6964	6745	438	984	666	490	684	895	1277	1033	383	114	429	804	595	418	679	1036	1356	947	353	128	867	1788	1261	908	1363	1931	2633	1980	736	242	978	0.071339996	14189	4656	0	4113	4237	24	0	0	379	0	16	0	0	0	0	0	0	0	0	0	0	0	0	24	20	54	0	0	0	0	373	211	919	6	0	0	1	4190	3881	13183	46	0	0	0	423	1353	1047	1619	158	7147	7042	904	328	91	289	834	118	1738	617	209	826	0.18401937	152	-0.928660004	495	547	0.105050505	521	0.004327258	0	1	0	0	0	0	30	0	0	4583	494000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Residential	-113.961477	50.91713574	"(50.9171357418281, -113.96147703565)"	MCT	MCKENZIE TOWNE	SOUTHEAST	BUILDING OUT	18124	7145	9963	0.549713088	5587	0.308265284	3665	639	0	1494	1246	0	16	0	0	83	2	0	0	0	1414	916	2451	80	0	0	0	629	518	1601	10	0	0	1	1200	918	2406	44	0	1	0	3609	3223	11261	54	0	2	85	1548	2357	1344	1523	167	8894	9230	840	1291	395	395	1906	1874	1052	613	336	192	855	1231	380	387	1933	1834	1041	716	455	398	1695	2522	775	782	3839	3708	2093	1329	791	590	1381	0.076197307	17737	7090	0	5575	3660	639	0	1494	1205	0	11	0	0	79	2	5	1440	942	2486	48	0	1	0	630	522	1542	9	0	0	9	1127	870	2219	32	37	0	1	3608	3238	11089	46	5	0	81	1543	2463	1244	1489	148	8732	9005	560	282	338	369	657	249	1217	651	587	1238	0.115508885	143	-0.923802693	865	1004	0.160693642	934.5	0.007942535	0	0	0	0	0	0	231	15	0.064935065	8541	366000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Residential	-114.2000533	51.07929108	"(51.0792910779606, -114.200053267025)"	MDH	MEDICINE HILL	WEST	2000s	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																													0	0	0	0	#N/A	#N/A	#N/A	#N/A	#N/A	0	0	0	0	0	0	0	0	0	#N/A	#N/A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Residential	-114.0773554	50.99783312	"(50.9978331189624, -114.077355437713)"	MEA	MEADOWLARK PARK	CENTRE	1950s	659	281	343	0.520485584	224	0.339908953	278	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	262	223	659	13	2	0	0	52	106	45	55	4	339	320	29	28	11	23	47	55	57	53	23	13	10	29	11	18	39	46	65	47	17	38	39	57	22	41	86	101	122	100	40	51	91	0.138088012	632	278	0	227	276	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	260	227	632	13	2	0	0	56	113	40	48	3	330	302	55	22	20	18	46	39	101	40	59	99	-0.080808081	-8	-0.861911988	372	465	0.25	418.5	0.003678565	0	1	0	0	0	0	301	20	0.066445183	277	628000	0	3	13	0	0	0	0	0	0	4	1	1	2	0	2	3	0
Industrial	-113.9965129	51.05658667	"(51.056586672185, -113.996512939974)"	MER	MERIDIAN	NORTHEAST	EMPLOYMENT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	230	333	0.447826087	281.5	0.002634327	0	0	0	0	0	0	292	23	0.078767123	#N/A	#N/A	1	4	3	0	0	1	0	0	0	0	0	0	1	0	0	1	0
Residential	-114.0557216	50.91390699	"(50.9139069919427, -114.055721632387)"	MID	MIDNAPORE	SOUTH	1960s/1970s	7099	2902	3457	0.486969996	1838	0.258909706	1341	445	0	664	419	0	27	0	0	1	4	0	0	1	510	166	828	65	87	1	0	438	356	1105	7	0	0	1	407	149	976	10	0	1	0	1323	1163	3620	15	0	3	6	656	1030	470	479	69	3396	3703	212	361	205	199	498	464	415	481	308	253	174	331	170	172	477	438	487	563	325	566	386	692	375	371	975	902	902	1044	633	819	1452	0.20453585	6956	2748	0	1835	1340	445	0	520	419	0	19	0	0	1	3	1	490	129	796	8	21	0	0	435	370	1107	10	0	0	1	412	152	957	6	0	0	0	1326	1181	3670	13	0	1	5	660	986	485	493	58	3380	3576	468	302	259	314	564	341	1032	616	600	1216	0.194078947	236	-0.79546415	658	574	-0.127659574	616	0.004540852	0	1	0	0	0	0	221	26	0.117647059	2528	387000	0	3	3	0	0	0	0	0	0	1	0	0	2	0	0	0	0
Residential	-114.0663217	51.03109032	"(51.0310903237998, -114.066321693987)"	MIS	MISSION	CENTRE	INNER CITY	4430	3435	3274	0.739051919	937	0.211512415	71	2	0	3240	59	0	53	0	7	1	2	0	0	10	2811	877	3968	352	67	0	0	2	1	2	0	0	0	0	48	31	92	8	3	0	1	64	23	115	6	0	0	10	1823	1072	67	20	3	2194	2236	25	16	16	138	872	428	227	205	135	132	27	14	8	202	943	339	190	157	134	222	52	30	24	340	1815	767	417	362	269	354	623	0.140632054	4350	3300	0	972	83	2	0	3081	54	0	67	0	7	3	3	8	2802	913	4003	236	28	7	0	2	1	4	0	0	0	0	34	26	69	10	10	0	1	60	29	110	17	0	5	13	1764	1098	70	17	3	2009	2341	151	156	120	178	128	235	279	334	355	689	-0.095791001	-66	-0.859367946	718	1009	0.405292479	863.5	0.00798209	0	0	0	0	0	0	228	21	0.092105263	2859	331000	2	12	12	0	0	1	1	0	0	5	0	1	0	0	1	3	0
Industrial	-114.0102965	51.05239374	"(51.0523937443308, -114.010296484868)"	MLI	MAYLAND	NORTHEAST	EMPLOYMENT	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	118	0.082568807	113.5	0.000933485	0	0	0	0	0	0	86	11	0.127906977	#N/A	#N/A	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Residential	-114.0849065	50.91704464	"(50.9170446421221, -114.084906537361)"	MLR	MILLRISE	SOUTH	1980s/1990s	6886	2646	3693	0.536305547	2038	0.295962823	1705	106	0	533	272	0	28	0	0	1	1	0	0	0	493	309	784	40	0	0	0	105	88	200	1	0	0	0	251	165	615	21	0	0	0	1681	1473	5105	23	1	0	2	525	859	503	598	73	3396	3490	216	383	199	255	502	467	566	413	255	140	182	384	198	224	477	523	580	449	267	206	398	767	397	479	979	990	1146	862	522	346	868	0.126052861	7052	2641	0	2057	1705	106	0	533	272	0	23	0	0	1	1	0	511	312	804	22	0	0	0	104	84	190	2	0	0	0	268	166	662	4	0	0	0	1693	1494	5177	11	0	1	2	556	838	529	599	77	3406	3646	396	176	172	225	441	277	837	401	449	850	0.021176471	18	-0.873947139	291	385	0.323024055	338	0.003045693	0	0	0	0	0	0	53	6	0.113207547	3275	383000	0	4	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Industrial	-114.0572689	51.01326314	"(51.0132631373253, -114.057268867313)"	MNI	MANCHESTER INDUSTRIAL	CENTRE	EMPLOYMENT	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1097	1593	0.452142206	1345	0.012602051	0	0	0	0	0	0	1174	155	0.132027257	#N/A	#N/A	1	3	8	2	0	0	0	0	0	1	4	0	1	0	0	0	0
Residential	-114.0767008	51.07424123	"(51.0742412336192, -114.076700772875)"	MOP	MOUNT PLEASANT	CENTRE	INNER CITY	5671	2803	3382	0.596367484	1454	0.256392171	1456	662	15	160	92	0	385	0	32	1	0	0	0	3	127	30	207	6	24	0	0	601	426	1552	49	10	2	0	84	70	118	8	0	0	4	1371	879	3255	66	15	0	33	660	1067	395	365	25	2940	2731	240	248	68	171	632	632	411	345	142	51	207	225	73	170	652	564	349	279	126	86	447	473	141	341	1284	1196	760	624	268	137	405	0.071415976	5442	2694	0	1430	1495	583	4	112	86	0	411	0	2	1	0	0	104	8	170	7	0	1	1	532	386	1378	10	40	0	0	80	64	112	2	0	4	8	1402	942	3264	47	30	8	3	716	999	390	331	25	2775	2667	314	112	68	111	274	86	588	223	154	377	0.074270557	28	-0.928584024	556	566	0.017985612	561	0.004477565	0	1	0	0	0	1	122	6	0.049180328	2276	582000	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
